Acadept,Degname,Major,Acad Yr,Count of OSIR
ANTH,BA,Anthropology (BA),2024,30
ANTH,BA,Anthropology (BA),2023,32
ANTH,BA,Anthropology (BA),2022,26
ANTH,BA/BS,Anthropology (BS),2021,11
ANTH,BA/BS,Anthropology (BA),2021,27
ANTH,BA/BS,Anthropology (BS),2020,7
ANTH,BA/BS,Anthropology (BA),2020,22
ANTH,BA/BS,Anthropology (BS),2019,14
ANTH,BA/BS,Anthropology (BA),2019,22
ANTH,BA/BS,Anthropology (BS),2018,15
ANTH,BA/BS,Anthropology (BA),2018,24
ANTH,BA/BS,Anthropology (BS),2017,15
ANTH,BA/BS,Anthropology (BA),2017,34
ANTH,BA/BS,Anthropology (BS),2016,16
ANTH,BA/BS,Anthropology (BA),2016,32
ANTH,BA/BS,Anthropology (BS),2015,17
ANTH,BA/BS,Anthropology (BA),2015,44
ANTH,BS,Anthropology (BS),2024,21
ANTH,BS,Anthropology (BS),2023,15
ANTH,BS,Anthropology (BS),2022,17
ANTH,MA,Anthropology (MA),2024,18
ANTH,MA,Anthropology (MA),2023,20
ANTH,MA,Anthropology (MA),2022,20
ANTH,MA,Anthropology (MA),2021,21
ANTH,MA,Anthropology (MA),2020,9
ANTH,MA,Anthropology (MA),2019,10
ANTH,MA,Anthropology (MA),2018,16
ANTH,MA,Anthropology (MA),2017,27
ANTH,MA,Anthropology (MA),2016,23
ANTH,MA,Anthropology (MA),2015,31
BIOS,BS,Biological Sciences (BS),2024,379
BIOS,BS,Biological Sciences - Secondary Teaching (BS),2024,1
BIOS,BS,Biological Sciences (BS),2023,401
BIOS,BS,Biological Sciences (BS),2022,366
BIOS,BS,Biological Sciences (BS),2021,410
BIOS,BS,Biological Sciences (BS),2020,405
BIOS,BS,Biological Sciences (BS),2019,430
BIOS,BS,Biological Sciences (BS),2018,521
BIOS,BS,Biological Sciences (BS),2017,562
BIOS,BS,Biological Sciences (BS),2016,558
BIOS,BS,Biological Sciences (BS),2015,611
BIOS,MS,Biological Sciences (MS),2024,11
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2024,7
BIOS,MS,Biological Sciences (MS),2023,10
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2023,5
BIOS,MS,Biological Sciences (MS),2022,9
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2022,5
BIOS,MS,Biological Sciences (MS),2021,15
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2021,3
BIOS,MS,Biology Teaching (MS),2020,2
BIOS,MS,Biological Sciences (MS),2020,18
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2020,1
BIOS,MS,Biological Sciences - Bioinformatics (MS),2020,1
BIOS,MS,Biology Teaching (MS),2019,2
BIOS,MS,Biological Sciences (MS),2019,12
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2019,4
BIOS,MS,Biological Sciences - Bioinformatics (MS),2019,1
BIOS,MS,Biology Teaching (MS),2018,2
BIOS,MS,Biological Sciences (MS),2018,15
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2018,6
BIOS,MS,Biological Sciences - Bioinformatics (MS),2018,3
BIOS,MS,Biology Teaching (MS),2017,1
BIOS,MS,Biological Sciences (MS),2017,25
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2017,6
BIOS,MS,Biological Sciences - Bioinformatics (MS),2017,3
BIOS,MS,Biology Teaching (MS),2016,1
BIOS,MS,Biological Sciences (MS),2016,28
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2016,7
BIOS,MS,Biological Sciences - Bioinformatics (MS),2016,1
BIOS,MS,Biology Teaching (MS),2015,1
BIOS,MS,Biological Sciences (MS),2015,32
BIOS,MS,Biological Sciences - Human Anatomical Sciences (MS),2015,7
BIOS,PHD,Biological Sciences (PHD),2024,29
BIOS,PHD,Biological Sciences (PHD),2023,29
BIOS,PHD,Biological Sciences (PHD),2022,31
BIOS,PHD,Biological Sciences (PHD),2021,29
BIOS,PHD,Biological Sciences (PHD),2020,26
BIOS,PHD,Biological Sciences (PHD),2019,25
BIOS,PHD,Biological Sciences (PHD),2018,24
BIOS,PHD,Biological Sciences (PHD),2017,23
BIOS,PHD,Biological Sciences (PHD),2016,24
BIOS,PHD,Biological Sciences (PHD),2015,30
CHEM,BS,Chemistry-Secondary Teaching (BS),2024,2
CHEM,BS,Chemistry-Biochemistry (BS),2024,54
CHEM,BS,Chemistry (BS),2024,47
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2024,22
CHEM,BS,Chemistry-Secondary Teaching (BS),2023,5
CHEM,BS,Chemistry-Biochemistry (BS),2023,63
CHEM,BS,Chemistry (BS),2023,41
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2023,26
CHEM,BS,Chemistry-Secondary Teaching (BS),2022,3
CHEM,BS,Chemistry-Biochemistry (BS),2022,65
CHEM,BS,Chemistry (BS),2022,42
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2022,33
CHEM,BS,Chemistry-Secondary Teaching (BS),2021,5
CHEM,BS,Chemistry-Biochemistry (BS),2021,75
CHEM,BS,Chemistry (BS),2021,44
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2021,35
CHEM,BS,Chemistry-Secondary Teaching (BS),2020,6
CHEM,BS,Chemistry-Biochemistry (BS),2020,76
CHEM,BS,Chemistry (BS),2020,42
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2020,35
CHEM,BS,Chemistry-Secondary Teaching (BS),2019,8
CHEM,BS,Chemistry-Biochemistry (BS),2019,67
CHEM,BS,Chemistry (BS),2019,50
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2019,42
CHEM,BS,Chemistry-Secondary Teaching (BS),2018,5
CHEM,BS,Chemistry-Biochemistry (BS),2018,75
CHEM,BS,Chemistry (BS),2018,51
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2018,35
CHEM,BS,Chemistry-Secondary Teaching (BS),2017,8
CHEM,BS,Chemistry-Biochemistry (BS),2017,74
CHEM,BS,Chemistry (BS),2017,61
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2017,29
CHEM,BS,Chemistry-Secondary Teaching (BS),2016,14
CHEM,BS,Chemistry-Biochemistry (BS),2016,71
CHEM,BS,Chemistry (BS),2016,68
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2016,28
CHEM,BS,Chemistry-Secondary Teaching (BS),2015,18
CHEM,BS,Chemistry-Biochemistry (BS),2015,80
CHEM,BS,Chemistry (BS),2015,72
CHEM,BS,Chemistry - Chemistry for Preprofessional (BS),2015,34
CHEM,MS,Chemistry (MS),2024,4
CHEM,MS,Chemistry (MS),2023,4
CHEM,MS,Chemistry (MS),2022,7
CHEM,MS,Chemistry (MS),2021,9
CHEM,MS,Chemistry (MS),2020,13
CHEM,MS,Chemistry (MS),2019,10
CHEM,MS,Chemistry (MS),2018,7
CHEM,MS,Chemistry (MS),2017,8
CHEM,MS,Chemistry (MS),2016,12
CHEM,MS,Chemistry (MS),2015,9
CHEM,PHD,Chemistry (PHD),2024,35
CHEM,PHD,Chemistry - Nanoscience (PHD),2024,1
CHEM,PHD,Chemistry (PHD),2023,39
CHEM,PHD,Chemistry - Nanoscience (PHD),2023,1
CHEM,PHD,Chemistry (PHD),2022,41
CHEM,PHD,Chemistry (PHD),2021,39
CHEM,PHD,Chemistry - Nanoscience (PHD),2021,1
CHEM,PHD,Chemistry (PHD),2020,33
CHEM,PHD,Chemistry - Nanoscience (PHD),2020,1
CHEM,PHD,Chemistry (PHD),2019,34
CHEM,PHD,Chemistry - Nanoscience (PHD),2019,1
CHEM,PHD,Chemistry (PHD),2018,34
CHEM,PHD,Chemistry - Nanoscience (PHD),2018,2
CHEM,PHD,Chemistry (PHD),2017,27
CHEM,PHD,Chemistry - Nanoscience (PHD),2017,3
CHEM,PHD,Chemistry (PHD),2016,31
CHEM,PHD,Chemistry - Nanoscience (PHD),2016,3
CHEM,PHD,Chemistry (PHD),2015,35
CHEM,PHD,Chemistry - Nanoscience (PHD),2015,2
CLAS,,Undecided LA&S (),2024,19
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites (),2024,12
CLAS,,Non-Degree LA&S (),2024,6
CLAS,,Undecided LA&S (),2023,28
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites (),2023,18
CLAS,,Non-Degree LA&S (),2023,4
CLAS,,Undecided LA&S (),2022,38
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites (),2022,13
CLAS,,Non-Degree LA&S (),2022,4
CLAS,,Undecided LA&S (),2021,78
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites (),2021,10
CLAS,,Non-Degree LA&S (),2021,1
CLAS,,Undecided LA&S (),2020,186
CLAS,,Seeking Educator Licensure/Endorsement or Program Preqrequisites (),2020,1
CLAS,,Non-Degree LA&S (),2020,4
CLAS,,Undecided LA&S (),2019,135
CLAS,,Undecided LA&S (),2018,140
CLAS,,Visiting Student (),2017,1
CLAS,,Undecided LA&S (),2017,149
CLAS,,Visiting Student (),2016,2
CLAS,,Undecided LA&S (),2016,182
CLAS,,Undecided LA&S (),2015,259
CLAS,BA/BS,Contract (BS),2021,1
CLAS,BA/BS,Contract (BA),2020,2
CLAS,BA/BS,Contract (BA),2019,3
CLAS,BA/BS,Contract (BS),2016,1
CLAS,BGS,General Emphasis (BGS),2024,200
CLAS,BGS,General Emphasis (BGS),2023,168
CLAS,BGS,General Emphasis (BGS),2022,185
CLAS,BGS,General Emphasis (BGS),2021,162
CLAS,BGS,General Emphasis (BGS),2020,140
CLAS,BGS,General Emphasis (BGS),2019,103
CLAS,BGS,General Emphasis (BGS),2018,115
CLAS,BGS,General Emphasis (BGS),2017,125
CLAS,BGS,General Emphasis (BGS),2016,134
CLAS,BGS,General Emphasis (BGS),2015,128
CLAS,BS,Contract (BS),2022,1
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2024,5
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2023,1
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2022,5
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2021,3
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2020,15
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2019,10
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2018,10
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2017,15
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2016,18
CLAS,NA,Visiting Student-College of Liberal Arts & Sciences (NA),2015,75
COMS,BA,Journalism (BA),2024,40
COMS,BA,Communication - Organizational - Corporate (BA),2024,63
COMS,BA,Communication - Media Studies (BA),2024,92
COMS,BA,Advocacy and Public Communication (BA),2024,34
COMS,BA,Journalism (BA),2023,51
COMS,BA,Communication - Organizational - Corporate (BA),2023,65
COMS,BA,Communication - Media Studies (BA),2023,91
COMS,BA,Advocacy and Public Communication (BA),2023,32
COMS,BA,Journalism (BA),2022,52
COMS,BA,Communication - Organizational - Corporate (BA),2022,67
COMS,BA,Communication - Media Studies (BA),2022,104
COMS,BA,Advocacy and Public Communication (BA),2022,32
COMS,BA/BS,Journalism (BS),2021,6
COMS,BA/BS,Journalism (BA),2021,63
COMS,BA/BS,Communication - Organizational - Corporate (BS),2021,23
COMS,BA/BS,Communication - Organizational - Corporate (BA),2021,85
COMS,BA/BS,Communication - Media Studies (BS),2021,22
COMS,BA/BS,Communication - Media Studies (BA),2021,94
COMS,BA/BS,Advocacy and Public Communication (BS),2021,4
COMS,BA/BS,Advocacy and Public Communication (BA),2021,34
COMS,BA/BS,Journalism (BS),2020,10
COMS,BA/BS,Journalism (BA),2020,63
COMS,BA/BS,Communication - Organizational - Corporate (BS),2020,40
COMS,BA/BS,Communication - Organizational - Corporate (BA),2020,104
COMS,BA/BS,Communication - Media Studies (BS),2020,27
COMS,BA/BS,Communication - Media Studies (BA),2020,120
COMS,BA/BS,"Communication - Culture, Advocacy (BA)",2020,1
COMS,BA/BS,Advocacy and Public Communication (BS),2020,9
COMS,BA/BS,Advocacy and Public Communication (BA),2020,45
COMS,BA/BS,Journalism (BS),2019,14
COMS,BA/BS,Journalism (BA),2019,67
COMS,BA/BS,Communication - Organizational - Corporate (BS),2019,45
COMS,BA/BS,Communication - Organizational - Corporate (BA),2019,127
COMS,BA/BS,Communication - Media Studies (BS),2019,31
COMS,BA/BS,Communication - Media Studies (BA),2019,139
COMS,BA/BS,"Communication - Culture, Advocacy (BS)",2019,1
COMS,BA/BS,"Communication - Culture, Advocacy (BA)",2019,1
COMS,BA/BS,Advocacy and Public Communication (BS),2019,8
COMS,BA/BS,Advocacy and Public Communication (BA),2019,49
COMS,BA/BS,Journalism (BS),2018,14
COMS,BA/BS,Journalism (BA),2018,81
COMS,BA/BS,Communication - Organizational - Corporate (BS),2018,40
COMS,BA/BS,Communication - Organizational - Corporate (BA),2018,187
COMS,BA/BS,Communication - Media Studies (BS),2018,28
COMS,BA/BS,Communication - Media Studies (BA),2018,135
COMS,BA/BS,Advocacy and Public Communication (BS),2018,8
COMS,BA/BS,Advocacy and Public Communication (BA),2018,56
COMS,BA/BS,Journalism (BS),2017,15
COMS,BA/BS,Journalism (BA),2017,86
COMS,BA/BS,Communication - Organizational - Corporate (BS),2017,76
COMS,BA/BS,Communication - Organizational - Corporate (BA),2017,217
COMS,BA/BS,Communication - Media Studies (BS),2017,40
COMS,BA/BS,Communication - Media Studies (BA),2017,157
COMS,BA/BS,Advocacy and Public Communication (BS),2017,14
COMS,BA/BS,Advocacy and Public Communication (BA),2017,51
COMS,BA/BS,Journalism (BS),2016,18
COMS,BA/BS,Journalism (BA),2016,86
COMS,BA/BS,Communication - Organizational - Corporate (BS),2016,96
COMS,BA/BS,Communication - Organizational - Corporate (BA),2016,245
COMS,BA/BS,Communication - Media Studies (BS),2016,49
COMS,BA/BS,Communication - Media Studies (BA),2016,174
COMS,BA/BS,Advocacy and Public Communication (BS),2016,10
COMS,BA/BS,Advocacy and Public Communication (BA),2016,61
COMS,BA/BS,Journalism (BS),2015,22
COMS,BA/BS,Journalism (BA),2015,97
COMS,BA/BS,Communication - Organizational - Corporate (BS),2015,119
COMS,BA/BS,Communication - Organizational - Corporate (BA),2015,252
COMS,BA/BS,Communication - Media Studies (BS),2015,41
COMS,BA/BS,Communication - Media Studies (BA),2015,176
COMS,BA/BS,Advocacy and Public Communication (BS),2015,10
COMS,BA/BS,Advocacy and Public Communication (BA),2015,50
COMS,BS,Journalism (BS),2024,9
COMS,BS,Communication - Organizational - Corporate (BS),2024,32
COMS,BS,Communication - Media Studies (BS),2024,22
COMS,BS,Advocacy and Public Communication (BS),2024,9
COMS,BS,Journalism (BS),2023,13
COMS,BS,Communication - Organizational - Corporate (BS),2023,18
COMS,BS,Communication - Media Studies (BS),2023,20
COMS,BS,Advocacy and Public Communication (BS),2023,5
COMS,BS,Journalism (BS),2022,12
COMS,BS,Communication - Organizational - Corporate (BS),2022,24
COMS,BS,Communication - Media Studies (BS),2022,18
COMS,BS,Advocacy and Public Communication (BS),2022,3
COMS,MA,Communication Studies (MA),2024,21
COMS,MA,Communication Studies (MA),2023,24
COMS,MA,Communication Studies (MA),2022,23
COMS,MA,Communication Studies (MA),2021,15
COMS,MA,Communication Studies (MA),2020,22
COMS,MA,Communication Studies (MA),2019,26
COMS,MA,Communication Studies (MA),2018,20
COMS,MA,Communication Studies (MA),2017,19
COMS,MA,Communication Studies (MA),2016,28
COMS,MA,Communication Studies (MA),2015,31
COMS,NA,Pre-Communication Studies (NA),2016,1
COMS,NA,Pre-Communication Studies (NA),2015,7
CSCI,,Pre-computer Science (NA),2021,6
CSCI,,Pre-computer Science (NA),2020,4
CSCI,,Pre-computer Science (NA),2019,8
CSCI,,Pre-computer Science (NA),2018,3
CSCI,,Pre-computer Science (NA),2017,1
CSCI,,Pre-computer Science (NA),2016,9
CSCI,,Pre-computer Science (NA),2015,3
CSCI,BS,Computer Science - Software Development (BS),2024,224
CSCI,BS,Computer Science - Enterprise Software (BS),2024,43
CSCI,BS,Computer Science - Computational Software (BS),2024,51
CSCI,BS,Computer Science - Software Development (BS),2023,219
CSCI,BS,Computer Science - Enterprise Software (BS),2023,42
CSCI,BS,Computer Science - Computational Software (BS),2023,35
CSCI,BS,Computer Science - Software Development (BS),2022,135
CSCI,BS,Computer Science - Enterprise Software (BS),2022,35
CSCI,BS,Computer Science - Computational Software (BS),2022,27
CSCI,BS,Computer Science - Software Development (BS),2021,130
CSCI,BS,Computer Science - Enterprise Software (BS),2021,40
CSCI,BS,Computer Science - Computational Software (BS),2021,24
CSCI,BS,Computer Science - Software Development (BS),2020,153
CSCI,BS,Computer Science - Enterprise Software (BS),2020,46
CSCI,BS,Computer Science - Computational Software (BS),2020,32
CSCI,BS,Computer Science - Software Development (BS),2019,156
CSCI,BS,Computer Science - Enterprise Software (BS),2019,38
CSCI,BS,Computer Science - Computational Software (BS),2019,31
CSCI,BS,Computer Science - Software Development (BS),2018,173
CSCI,BS,Computer Science - Enterprise Software (BS),2018,48
CSCI,BS,Computer Science - Computational Software (BS),2018,41
CSCI,BS,Computer Science - Software Development (BS),2017,153
CSCI,BS,Computer Science - Enterprise Software (BS),2017,60
CSCI,BS,Computer Science - Computational Software (BS),2017,47
CSCI,BS,Computer Science - Software Development (BS),2016,109
CSCI,BS,Computer Science - Enterprise Software (BS),2016,69
CSCI,BS,Computer Science - Computational Software (BS),2016,32
CSCI,BS,Applied Management-Computer Science (BS),2016,1
CSCI,BS,Computer Science - Software Development (BS),2015,129
CSCI,BS,Computer Science - Enterprise Software (BS),2015,77
CSCI,BS,Computer Science - Computational Software (BS),2015,35
CSCI,MS,Computer Science (MS),2024,100
CSCI,MS,Computer Science (MS),2023,171
CSCI,MS,Computer Science (MS),2022,166
CSCI,MS,Computer Science (MS),2021,104
CSCI,MS,Computer Science (MS),2020,63
CSCI,MS,Computer Science (MS),2019,102
CSCI,MS,Computer Science (MS),2018,139
CSCI,MS,Computer Science (MS),2017,175
CSCI,MS,Computer Science (MS),2016,192
CSCI,MS,Computer Science (MS),2015,235
CSCI,NA,Pre-computer Science (NA),2024,429
CSCI,NA,Pre-computer Science (NA),2023,454
CSCI,NA,Pre-computer Science (NA),2022,507
CSCI,NA,Pre-computer Science (NA),2021,423
CSCI,NA,Pre-computer Science (NA),2020,375
CSCI,NA,Pre-computer Science (NA),2019,357
CSCI,NA,Pre-computer Science (NA),2018,370
CSCI,NA,Pre-computer Science (NA),2017,336
CSCI,NA,Pre-computer Science (NA),2016,379
CSCI,NA,Pre-computer Science (NA),2015,317
CSCI,PHD,Computer Science (PHD),2024,15
CSCI,PHD,Computer Science (PHD),2023,15
CSCI,PHD,Computer Science (PHD),2022,17
CSCI,PHD,Computer Science (PHD),2021,16
CSCI,PHD,Computer Science (PHD),2020,11
CSCI,PHD,Computer Science (PHD),2019,5
CSCI,PHD,Computer Science (PHD),2018,3
EAE,BA,Geography (BA),2022,3
EAE,BS,Meteorology (BS),2024,77
EAE,BS,Geology - Geology (BS),2024,7
EAE,BS,Geology - Environmental Geosciences (BS),2024,3
EAE,BS,Geography (BS),2024,7
EAE,BS,"Earth, Atmosphere and Environment - Water and Soil Science (BS)",2024,7
EAE,BS,"Earth, Atmosphere and Environment - Geospatial Systems (BS)",2024,12
EAE,BS,"Earth, Atmosphere and Environment - Environment and Society (BS)",2024,4
EAE,BS,"Earth, Atmosphere and Environment - Earth and Space Science Education (BS)",2024,1
EAE,BS,"Earth, Atmosphere and Environment - Earth and Planetary Science (BS)",2024,18
EAE,BS,"Earth, Atmosphere and Environment - Climate Science (BS)",2024,3
EAE,BS,Meteorology (BS),2023,65
EAE,BS,Geology - Geology (BS),2023,34
EAE,BS,Geology - Environmental Geosciences (BS),2023,8
EAE,BS,Geology - Earth & Space Science Education (BS),2023,1
EAE,BS,Geography (BS),2023,25
EAE,BS,"Earth, Atmosphere and Environment - Geospatial Systems (BS)",2023,1
EAE,BS,"Earth, Atmosphere and Environment - Earth and Planetary Science (BS)",2023,1
EAE,BS,"Earth, Atmosphere and Environment - Climate Science (BS)",2023,1
EAE,BS,Meteorology (BS),2022,59
EAE,BS,Geology - Geology (BS),2022,31
EAE,BS,Geology - Environmental Geosciences (BS),2022,12
EAE,BS,Geography (BS),2022,29
EAE,MS,Geology (MS),2024,3
EAE,MS,Geography (MS),2024,2
EAE,MS,"Earth, Atmosphere and Environment (MS)",2024,22
EAE,MS,Geology (MS),2023,6
EAE,MS,Geography (MS),2023,14
EAE,MS,Geology (MS),2022,14
EAE,MS,Geography (MS),2022,13
EAE,PHD,Geology (PHD),2024,3
EAE,PHD,Geography (PHD),2024,6
EAE,PHD,"Earth, Atmosphere and Environment (PHD)",2024,11
EAE,PHD,Geology (PHD),2023,6
EAE,PHD,Geography (PHD),2023,13
EAE,PHD,Geology (PHD),2022,8
EAE,PHD,Geography (PHD),2022,14
ECON,BA,Economics (BA),2024,26
ECON,BA,Economics (BA),2023,20
ECON,BA,Economics (BA),2022,18
ECON,BA/BS,Economics (BS),2021,37
ECON,BA/BS,Economics (BA),2021,22
ECON,BA/BS,Economics (BS),2020,45
ECON,BA/BS,Economics (BA),2020,23
ECON,BA/BS,Economics (BS),2019,39
ECON,BA/BS,Economics (BA),2019,29
ECON,BA/BS,Economics (BS),2018,53
ECON,BA/BS,Economics (BA),2018,30
ECON,BA/BS,Economics (BS),2017,75
ECON,BA/BS,Economics (BA),2017,34
ECON,BA/BS,Economics (BS),2016,87
ECON,BA/BS,Economics (BA),2016,41
ECON,BA/BS,Economics (BS),2015,97
ECON,BA/BS,Economics (BA),2015,38
ECON,BS,Economics: Financial Economics (BS),2024,15
ECON,BS,Economics (BS),2024,27
ECON,BS,Economics: Financial Economics (BS),2023,12
ECON,BS,Economics (BS),2023,29
ECON,BS,Economics: Financial Economics (BS),2022,8
ECON,BS,Economics (BS),2022,25
ECON,BS,Economics: Financial Economics (BS),2021,8
ECON,BS,Economics: Financial Economics (BS),2020,4
ECON,BS,Economics: Financial Economics (BS),2019,3
ECON,BS,Economics: Financial Economics (BS),2018,2
ECON,BS,Economics: Financial Economics (BS),2017,1
ECON,MA,Economics (MA),2024,2
ECON,MA,Economics (MA),2023,2
ECON,MA,Economics (MA),2022,3
ECON,MA,Economics (MA),2021,5
ECON,MA,Economics (MA),2020,6
ECON,MA,Economics (MA),2019,4
ECON,MA,Economics (MA),2018,4
ECON,MA,Economics (MA),2017,6
ECON,MA,Economics (MA),2016,7
ECON,MA,Economics (MA),2015,7
ECON,PHD,Economics (PHD),2024,22
ECON,PHD,Economics (PHD),2023,23
ECON,PHD,Economics (PHD),2022,19
ECON,PHD,Economics (PHD),2021,27
ECON,PHD,Economics (PHD),2020,29
ECON,PHD,Economics (PHD),2019,29
ECON,PHD,Economics (PHD),2018,27
ECON,PHD,Economics (PHD),2017,26
ECON,PHD,Economics (PHD),2016,26
ECON,PHD,Economics (PHD),2015,29
ENGL,BA,English (BA),2024,127
ENGL,BA,English (BA),2023,133
ENGL,BA,English (BA),2022,142
ENGL,BA,English (BA),2021,179
ENGL,BA,English (BA),2020,178
ENGL,BA,English (BA),2019,211
ENGL,BA,English (BA),2018,214
ENGL,BA,English (BA),2017,228
ENGL,BA,English (BA),2016,212
ENGL,BA,English (BA),2015,232
ENGL,BS,English (BS),2024,14
ENGL,BS,English (BS),2023,17
ENGL,BS,English (BS),2022,26
ENGL,BS,English (BS),2021,13
ENGL,BS,English (BS),2020,6
ENGL,BS,English (BS),2019,2
ENGL,MA,English (MA),2024,31
ENGL,MA,English (MA),2023,41
ENGL,MA,English (MA),2022,37
ENGL,MA,English (MA),2021,38
ENGL,MA,English (MA),2020,28
ENGL,MA,English (MA),2019,33
ENGL,MA,English (MA),2018,42
ENGL,MA,English (MA),2017,44
ENGL,MA,English (MA),2016,55
ENGL,MA,English (MA),2015,46
ENGL,PHD,English (PHD),2024,37
ENGL,PHD,English (PHD),2023,38
ENGL,PHD,English (PHD),2022,42
ENGL,PHD,English (PHD),2021,45
ENGL,PHD,English (PHD),2020,48
ENGL,PHD,English (PHD),2019,49
ENGL,PHD,English (PHD),2018,51
ENGL,PHD,English (PHD),2017,50
ENGL,PHD,English (PHD),2016,63
ENGL,PHD,English (PHD),2015,62
ENVS,,Environmental Studies Undecided (),2024,22
ENVS,BA,Environmental Studies - Sustainable Food Systems (BA),2024,3
ENVS,BA,Environmental Studies - Sustainability and Energy Studies (BA),2024,3
ENVS,BA,Environmental Studies - Environmental Policy and Law (BA),2024,10
ENVS,BA,Environmental Studies - Environmental Justice (BA),2024,9
ENVS,BA,Environmental Studies (BA),2023,28
ENVS,BA,Environmental Studies (BA),2022,34
ENVS,BA,Environmental Studies (BA),2021,35
ENVS,BA,Environmental Studies (BA),2020,31
ENVS,BA,Environmental Studies (BA),2019,20
ENVS,BA,Environmental Studies (BA),2018,20
ENVS,BA,Environmental Studies (BA),2017,20
ENVS,BA,Environmental Studies (BA),2016,21
ENVS,BA,Environmental Studies (BA),2015,27
ENVS,BS,Environmental Studies - Water Science (BS),2024,4
ENVS,BS,Environmental Studies - Sustainability and Energy Studies (BS),2024,5
ENVS,BS,Environmental Studies - Environmental Policy and Law (BS),2024,5
ENVS,BS,Environmental Studies - Educator Licensure in Environmental Science (BS),2024,4
ENVS,BS,Environmental Studies - Biodiversity and Environmental Restoration (BS),2024,42
ENVS,BS,Environmental Studies (BS),2023,80
ENVS,BS,Environmental Studies (BS),2022,76
ENVS,BS,Environmental Studies (BS),2021,78
ENVS,BS,Environmental Studies (BS),2020,100
ENVS,BS,Environmental Studies (BS),2019,101
ENVS,BS,Environmental Studies (BS),2018,95
ENVS,BS,Environmental Studies (BS),2017,89
ENVS,BS,Environmental Studies (BS),2016,106
ENVS,BS,Environmental Studies (BS),2015,108
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2024,24
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2024,4
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2023,33
FWLC,BA,World Lang & Cultures: German Studies (BA),2023,4
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2023,6
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2022,47
FWLC,BA,World Lang & Cultures: German Studies (BA),2022,1
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2022,10
FWLC,BA,Spanish Language & Literature (BA),2022,2
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2021,49
FWLC,BA,World Lang & Cultures: German Studies (BA),2021,3
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2021,13
FWLC,BA,Spanish Language & Literature (BA),2021,2
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2020,46
FWLC,BA,World Lang & Cultures: German Studies (BA),2020,4
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2020,14
FWLC,BA,Spanish Translation & Business (BA),2020,3
FWLC,BA,Spanish Language & Literature (BA),2020,4
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2019,38
FWLC,BA,World Lang & Cultures: German Studies (BA),2019,4
FWLC,BA,World Lang & Cultures: French & Francophone Studies (BA),2019,15
FWLC,BA,Spanish Translation & Business (BA),2019,10
FWLC,BA,Spanish Language & Literature (BA),2019,18
FWLC,BA,German - Translation & Business (BA),2019,2
FWLC,BA,German - Language & Literature (BA),2019,2
FWLC,BA,World Lang & Cultures: Spanish & Hispanic Studies (BA),2018,18
FWLC,BA,World Lang & Cultures: German Studies (BA),2018,2
